interaction_id,ticket_id,occurred_at,actor,kind,body
INTERACTION-0101801,TICKET-005901,2026-08-07T12:36:00Z,customer,message,Initial report.
INTERACTION-0101802,TICKET-005901,2026-08-07T14:54:00Z,agent,message,First response.
INTERACTION-0101803,TICKET-005902,2026-08-08T09:33:00Z,customer,message,Initial report.
INTERACTION-0101804,TICKET-005902,2026-08-08T09:55:00Z,agent,message,First response.
INTERACTION-0101805,TICKET-005903,2026-08-11T16:50:00Z,customer,message,Initial report.
INTERACTION-0101806,TICKET-005903,2026-08-11T19:52:00Z,agent,message,First response.
INTERACTION-0101807,TICKET-005904,2026-08-05T11:39:00Z,customer,message,Initial report.
INTERACTION-0101808,TICKET-005904,2026-08-05T13:45:00Z,agent,message,First response.
INTERACTION-0101809,TICKET-005905,2026-08-12T12:13:00Z,customer,message,Initial report.
INTERACTION-0101810,TICKET-005905,2026-08-12T12:54:00Z,agent,message,First response.
INTERACTION-0101811,TICKET-005906,2026-08-19T11:52:00Z,customer,message,Initial report.
INTERACTION-0101812,TICKET-005906,2026-08-19T12:25:00Z,assist,suggestion_sent,First response.
INTERACTION-0101813,TICKET-005907,2026-08-12T16:16:00Z,customer,message,Initial report.
INTERACTION-0101814,TICKET-005907,2026-08-12T16:42:00Z,assist,suggestion_sent,First response.
INTERACTION-0101815,TICKET-005908,2026-08-23T07:47:00Z,customer,message,Initial report.
INTERACTION-0101816,TICKET-005908,2026-08-23T09:39:00Z,agent,message,First response.
INTERACTION-0101817,TICKET-005909,2026-08-15T12:09:00Z,customer,message,Initial report.
INTERACTION-0101818,TICKET-005909,2026-08-15T12:17:00Z,assist,suggestion_sent,First response.
INTERACTION-0101819,TICKET-005910,2026-08-16T13:22:00Z,customer,message,Initial report.
INTERACTION-0101820,TICKET-005910,2026-08-16T13:48:00Z,assist,suggestion_sent,First response.
INTERACTION-0101821,TICKET-005911,2026-08-02T12:31:00Z,customer,message,Initial report.
INTERACTION-0101822,TICKET-005911,2026-08-02T13:09:00Z,assist,suggestion_sent,First response.
INTERACTION-0101823,TICKET-005912,2026-08-13T14:32:00Z,customer,message,Initial report.
INTERACTION-0101824,TICKET-005912,2026-08-13T16:14:00Z,agent,message,First response.
INTERACTION-0101825,TICKET-005913,2026-08-26T18:48:00Z,customer,message,Initial report.
INTERACTION-0101826,TICKET-005913,2026-08-26T19:06:00Z,assist,suggestion_sent,First response.
INTERACTION-0101827,TICKET-005914,2026-08-07T14:09:00Z,customer,message,Initial report.
INTERACTION-0101828,TICKET-005914,2026-08-07T17:43:00Z,agent,message,First response.
INTERACTION-0101829,TICKET-005915,2026-08-24T12:58:00Z,customer,message,Initial report.
INTERACTION-0101830,TICKET-005915,2026-08-24T15:32:00Z,agent,message,First response.
INTERACTION-0101831,TICKET-005916,2026-08-26T11:24:00Z,customer,message,Initial report.
INTERACTION-0101832,TICKET-005916,2026-08-26T12:56:00Z,agent,message,First response.
INTERACTION-0101833,TICKET-005917,2026-08-05T17:28:00Z,customer,message,Initial report.
INTERACTION-0101834,TICKET-005917,2026-08-05T17:40:00Z,agent,message,First response.
INTERACTION-0101835,TICKET-005918,2026-08-05T07:01:00Z,customer,message,Initial report.
INTERACTION-0101836,TICKET-005918,2026-08-05T07:32:00Z,assist,suggestion_sent,First response.
INTERACTION-0101837,TICKET-005919,2026-08-21T18:16:00Z,customer,message,Initial report.
INTERACTION-0101838,TICKET-005919,2026-08-21T20:24:00Z,agent,message,First response.
INTERACTION-0101839,TICKET-005920,2026-08-04T13:33:00Z,customer,message,Initial report.
INTERACTION-0101840,TICKET-005920,2026-08-04T13:47:00Z,assist,suggestion_sent,First response.
INTERACTION-0101841,TICKET-005921,2026-08-16T10:38:00Z,customer,message,Initial report.
INTERACTION-0101842,TICKET-005921,2026-08-16T10:51:00Z,assist,suggestion_sent,First response.
INTERACTION-0101843,TICKET-005922,2026-08-25T15:01:00Z,customer,message,Initial report.
INTERACTION-0101844,TICKET-005922,2026-08-25T17:43:00Z,agent,message,First response.
INTERACTION-0101845,TICKET-005923,2026-08-10T17:07:00Z,customer,message,Initial report.
INTERACTION-0101846,TICKET-005923,2026-08-10T17:19:00Z,agent,message,First response.
INTERACTION-0101847,TICKET-005924,2026-08-18T14:29:00Z,customer,message,Initial report.
INTERACTION-0101848,TICKET-005924,2026-08-18T14:58:00Z,assist,suggestion_sent,First response.
INTERACTION-0101849,TICKET-005925,2026-08-03T14:45:00Z,customer,message,Initial report.
INTERACTION-0101850,TICKET-005925,2026-08-03T14:57:00Z,agent,message,First response.
INTERACTION-0101851,TICKET-005926,2026-08-03T10:28:00Z,customer,message,Initial report.
INTERACTION-0101852,TICKET-005926,2026-08-03T11:50:00Z,agent,message,First response.
INTERACTION-0101853,TICKET-005927,2026-08-11T09:28:00Z,customer,message,Initial report.
INTERACTION-0101854,TICKET-005927,2026-08-11T09:55:00Z,assist,suggestion_sent,First response.
INTERACTION-0101855,TICKET-005928,2026-08-14T08:36:00Z,customer,message,Initial report.
INTERACTION-0101856,TICKET-005928,2026-08-14T09:08:00Z,assist,suggestion_sent,First response.
INTERACTION-0101857,TICKET-005929,2026-08-24T12:39:00Z,customer,message,Initial report.
INTERACTION-0101858,TICKET-005929,2026-08-24T15:53:00Z,agent,message,First response.
INTERACTION-0101859,TICKET-005930,2026-08-17T08:05:00Z,customer,message,Initial report.
INTERACTION-0101860,TICKET-005930,2026-08-17T09:47:00Z,agent,message,First response.
INTERACTION-0101861,TICKET-005931,2026-08-04T08:04:00Z,customer,message,Initial report.
INTERACTION-0101862,TICKET-005931,2026-08-04T08:38:00Z,agent,message,First response.
INTERACTION-0101863,TICKET-005932,2026-08-03T15:43:00Z,customer,message,Initial report.
INTERACTION-0101864,TICKET-005932,2026-08-03T15:55:00Z,assist,suggestion_sent,First response.
INTERACTION-0101865,TICKET-005933,2026-08-09T17:25:00Z,customer,message,Initial report.
INTERACTION-0101866,TICKET-005933,2026-08-09T17:49:00Z,assist,suggestion_sent,First response.
INTERACTION-0101867,TICKET-005934,2026-08-03T14:36:00Z,customer,message,Initial report.
INTERACTION-0101868,TICKET-005934,2026-08-03T17:14:00Z,agent,message,First response.
INTERACTION-0101869,TICKET-005935,2026-08-01T16:52:00Z,customer,message,Initial report.
INTERACTION-0101870,TICKET-005935,2026-08-01T17:05:00Z,assist,suggestion_sent,First response.
INTERACTION-0101871,TICKET-005936,2026-08-21T14:38:00Z,customer,message,Initial report.
INTERACTION-0101872,TICKET-005936,2026-08-21T15:12:00Z,assist,suggestion_sent,First response.
INTERACTION-0101873,TICKET-005937,2026-08-24T11:00:00Z,customer,message,Initial report.
INTERACTION-0101874,TICKET-005937,2026-08-24T12:59:00Z,agent,message,First response.
INTERACTION-0101875,TICKET-005938,2026-08-11T09:10:00Z,customer,message,Initial report.
INTERACTION-0101876,TICKET-005938,2026-08-11T10:39:00Z,agent,message,First response.
INTERACTION-0101877,TICKET-005939,2026-08-23T08:03:00Z,customer,message,Initial report.
INTERACTION-0101878,TICKET-005939,2026-08-23T08:27:00Z,assist,suggestion_sent,First response.
INTERACTION-0101879,TICKET-005940,2026-08-05T11:47:00Z,customer,message,Initial report.
INTERACTION-0101880,TICKET-005940,2026-08-05T12:06:00Z,assist,suggestion_sent,First response.
INTERACTION-0101881,TICKET-005941,2026-08-09T11:18:00Z,customer,message,Initial report.
INTERACTION-0101882,TICKET-005941,2026-08-09T11:26:00Z,assist,suggestion_sent,First response.
INTERACTION-0101883,TICKET-005942,2026-08-11T09:28:00Z,customer,message,Initial report.
INTERACTION-0101884,TICKET-005942,2026-08-11T12:04:00Z,agent,message,First response.
INTERACTION-0101885,TICKET-005943,2026-08-04T08:57:00Z,customer,message,Initial report.
INTERACTION-0101886,TICKET-005943,2026-08-04T10:44:00Z,agent,message,First response.
INTERACTION-0101887,TICKET-005944,2026-08-20T09:07:00Z,customer,message,Initial report.
INTERACTION-0101888,TICKET-005944,2026-08-20T10:12:00Z,agent,message,First response.
INTERACTION-0101889,TICKET-005945,2026-08-12T12:20:00Z,customer,message,Initial report.
INTERACTION-0101890,TICKET-005945,2026-08-12T13:47:00Z,agent,message,First response.
INTERACTION-0101891,TICKET-005946,2026-08-22T15:58:00Z,customer,message,Initial report.
INTERACTION-0101892,TICKET-005946,2026-08-22T17:27:00Z,agent,message,First response.
INTERACTION-0101893,TICKET-005947,2026-08-18T09:02:00Z,customer,message,Initial report.
INTERACTION-0101894,TICKET-005947,2026-08-18T09:42:00Z,assist,suggestion_sent,First response.
INTERACTION-0101895,TICKET-005948,2026-08-11T11:25:00Z,customer,message,Initial report.
INTERACTION-0101896,TICKET-005948,2026-08-11T11:39:00Z,assist,suggestion_sent,First response.
INTERACTION-0101897,TICKET-005949,2026-08-22T10:09:00Z,customer,message,Initial report.
INTERACTION-0101898,TICKET-005949,2026-08-22T10:23:00Z,agent,message,First response.
INTERACTION-0101899,TICKET-005950,2026-08-12T08:25:00Z,customer,message,Initial report.
INTERACTION-0101900,TICKET-005950,2026-08-12T11:01:00Z,agent,message,First response.
INTERACTION-0101901,TICKET-005951,2026-08-12T14:24:00Z,customer,message,Initial report.
INTERACTION-0101902,TICKET-005951,2026-08-12T14:57:00Z,agent,message,First response.
INTERACTION-0101903,TICKET-005952,2026-08-24T08:29:00Z,customer,message,Initial report.
INTERACTION-0101904,TICKET-005952,2026-08-24T10:12:00Z,agent,message,First response.
INTERACTION-0101905,TICKET-005953,2026-08-25T11:52:00Z,customer,message,Initial report.
INTERACTION-0101906,TICKET-005953,2026-08-25T12:19:00Z,assist,suggestion_sent,First response.
INTERACTION-0101907,TICKET-005954,2026-08-15T08:28:00Z,customer,message,Initial report.
INTERACTION-0101908,TICKET-005954,2026-08-15T08:40:00Z,assist,suggestion_sent,First response.
INTERACTION-0101909,TICKET-005955,2026-08-25T07:18:00Z,customer,message,Initial report.
INTERACTION-0101910,TICKET-005955,2026-08-25T07:57:00Z,assist,suggestion_sent,First response.
INTERACTION-0101911,TICKET-005956,2026-08-20T14:55:00Z,customer,message,Initial report.
INTERACTION-0101912,TICKET-005956,2026-08-20T15:03:00Z,assist,suggestion_sent,First response.
INTERACTION-0101913,TICKET-005957,2026-08-09T13:43:00Z,customer,message,Initial report.
INTERACTION-0101914,TICKET-005957,2026-08-09T15:10:00Z,agent,message,First response.
INTERACTION-0101915,TICKET-005958,2026-08-07T10:01:00Z,customer,message,Initial report.
INTERACTION-0101916,TICKET-005958,2026-08-07T10:14:00Z,assist,suggestion_sent,First response.
INTERACTION-0101917,TICKET-005959,2026-08-24T10:57:00Z,customer,message,Initial report.
INTERACTION-0101918,TICKET-005959,2026-08-24T14:02:00Z,agent,message,First response.
INTERACTION-0101919,TICKET-005960,2026-08-24T10:45:00Z,customer,message,Initial report.
INTERACTION-0101920,TICKET-005960,2026-08-24T11:53:00Z,agent,message,First response.
INTERACTION-0101921,TICKET-005961,2026-08-09T09:28:00Z,customer,message,Initial report.
INTERACTION-0101922,TICKET-005961,2026-08-09T10:17:00Z,agent,message,First response.
INTERACTION-0101923,TICKET-005962,2026-08-26T08:48:00Z,customer,message,Initial report.
INTERACTION-0101924,TICKET-005962,2026-08-26T09:19:00Z,assist,suggestion_sent,First response.
INTERACTION-0101925,TICKET-005963,2026-08-27T10:41:00Z,customer,message,Initial report.
INTERACTION-0101926,TICKET-005963,2026-08-27T11:22:00Z,agent,message,First response.
INTERACTION-0101927,TICKET-005964,2026-08-14T10:07:00Z,customer,message,Initial report.
INTERACTION-0101928,TICKET-005964,2026-08-14T13:02:00Z,agent,message,First response.
INTERACTION-0101929,TICKET-005965,2026-08-03T13:15:00Z,customer,message,Initial report.
INTERACTION-0101930,TICKET-005965,2026-08-03T13:37:00Z,assist,suggestion_sent,First response.
INTERACTION-0101931,TICKET-005966,2026-08-01T17:29:00Z,customer,message,Initial report.
INTERACTION-0101932,TICKET-005966,2026-08-01T18:02:00Z,assist,suggestion_sent,First response.
INTERACTION-0101933,TICKET-005967,2026-08-18T07:10:00Z,customer,message,Initial report.
INTERACTION-0101934,TICKET-005967,2026-08-18T08:20:00Z,agent,message,First response.
INTERACTION-0101935,TICKET-005968,2026-08-02T17:48:00Z,customer,message,Initial report.
INTERACTION-0101936,TICKET-005968,2026-08-02T20:37:00Z,agent,message,First response.
INTERACTION-0101937,TICKET-005969,2026-08-18T09:38:00Z,customer,message,Initial report.
INTERACTION-0101938,TICKET-005969,2026-08-18T10:08:00Z,assist,suggestion_sent,First response.
INTERACTION-0101939,TICKET-005970,2026-08-24T16:41:00Z,customer,message,Initial report.
INTERACTION-0101940,TICKET-005970,2026-08-24T17:56:00Z,agent,message,First response.
INTERACTION-0101941,TICKET-005971,2026-08-10T13:04:00Z,customer,message,Initial report.
INTERACTION-0101942,TICKET-005971,2026-08-10T13:35:00Z,assist,suggestion_sent,First response.
INTERACTION-0101943,TICKET-005972,2026-08-11T14:45:00Z,customer,message,Initial report.
INTERACTION-0101944,TICKET-005972,2026-08-11T15:47:00Z,agent,message,First response.
INTERACTION-0101945,TICKET-005973,2026-08-20T11:22:00Z,customer,message,Initial report.
INTERACTION-0101946,TICKET-005973,2026-08-20T13:57:00Z,agent,message,First response.
INTERACTION-0101947,TICKET-005974,2026-08-02T15:14:00Z,customer,message,Initial report.
INTERACTION-0101948,TICKET-005974,2026-08-02T17:43:00Z,agent,message,First response.
INTERACTION-0101949,TICKET-005975,2026-08-21T07:31:00Z,customer,message,Initial report.
INTERACTION-0101950,TICKET-005975,2026-08-21T09:13:00Z,agent,message,First response.
INTERACTION-0101951,TICKET-005976,2026-08-16T10:07:00Z,customer,message,Initial report.
INTERACTION-0101952,TICKET-005976,2026-08-16T12:02:00Z,agent,message,First response.
INTERACTION-0101953,TICKET-005977,2026-08-20T11:50:00Z,customer,message,Initial report.
INTERACTION-0101954,TICKET-005977,2026-08-20T12:26:00Z,assist,suggestion_sent,First response.
INTERACTION-0101955,TICKET-005978,2026-08-14T14:54:00Z,customer,message,Initial report.
INTERACTION-0101956,TICKET-005978,2026-08-14T16:08:00Z,agent,message,First response.
INTERACTION-0101957,TICKET-005979,2026-08-01T12:39:00Z,customer,message,Initial report.
INTERACTION-0101958,TICKET-005979,2026-08-01T13:15:00Z,assist,suggestion_sent,First response.
INTERACTION-0101959,TICKET-005980,2026-08-07T13:07:00Z,customer,message,Initial report.
INTERACTION-0101960,TICKET-005980,2026-08-07T16:07:00Z,agent,message,First response.
INTERACTION-0101961,TICKET-005981,2026-08-17T13:18:00Z,customer,message,Initial report.
INTERACTION-0101962,TICKET-005981,2026-08-17T14:27:00Z,agent,message,First response.
INTERACTION-0101963,TICKET-005982,2026-08-03T17:38:00Z,customer,message,Initial report.
INTERACTION-0101964,TICKET-005982,2026-08-03T18:34:00Z,agent,message,First response.
INTERACTION-0101965,TICKET-005983,2026-08-05T16:44:00Z,customer,message,Initial report.
INTERACTION-0101966,TICKET-005983,2026-08-05T19:05:00Z,agent,message,First response.
INTERACTION-0101967,TICKET-005984,2026-08-08T10:42:00Z,customer,message,Initial report.
INTERACTION-0101968,TICKET-005984,2026-08-08T13:18:00Z,agent,message,First response.
INTERACTION-0101969,TICKET-005985,2026-08-18T16:19:00Z,customer,message,Initial report.
INTERACTION-0101970,TICKET-005985,2026-08-18T16:57:00Z,assist,suggestion_sent,First response.
INTERACTION-0101971,TICKET-005986,2026-08-19T10:26:00Z,customer,message,Initial report.
INTERACTION-0101972,TICKET-005986,2026-08-19T10:38:00Z,agent,message,First response.
INTERACTION-0101973,TICKET-005987,2026-08-02T16:40:00Z,customer,message,Initial report.
INTERACTION-0101974,TICKET-005987,2026-08-02T17:18:00Z,assist,suggestion_sent,First response.
INTERACTION-0101975,TICKET-005988,2026-08-07T15:12:00Z,customer,message,Initial report.
INTERACTION-0101976,TICKET-005988,2026-08-07T18:03:00Z,agent,message,First response.
INTERACTION-0101977,TICKET-005989,2026-08-12T16:34:00Z,customer,message,Initial report.
INTERACTION-0101978,TICKET-005989,2026-08-12T16:50:00Z,assist,suggestion_sent,First response.
INTERACTION-0101979,TICKET-005990,2026-08-06T08:07:00Z,customer,message,Initial report.
INTERACTION-0101980,TICKET-005990,2026-08-06T11:23:00Z,agent,message,First response.
INTERACTION-0101981,TICKET-005991,2026-08-16T09:26:00Z,customer,message,Initial report.
INTERACTION-0101982,TICKET-005991,2026-08-16T10:04:00Z,assist,suggestion_sent,First response.
INTERACTION-0101983,TICKET-005992,2026-08-08T17:24:00Z,customer,message,Initial report.
INTERACTION-0101984,TICKET-005992,2026-08-08T17:40:00Z,agent,message,First response.
INTERACTION-0101985,TICKET-005993,2026-08-17T07:41:00Z,customer,message,Initial report.
INTERACTION-0101986,TICKET-005993,2026-08-17T08:09:00Z,assist,suggestion_sent,First response.
INTERACTION-0101987,TICKET-005994,2026-08-18T08:13:00Z,customer,message,Initial report.
INTERACTION-0101988,TICKET-005994,2026-08-18T09:33:00Z,agent,message,First response.
INTERACTION-0101989,TICKET-005995,2026-08-17T13:14:00Z,customer,message,Initial report.
INTERACTION-0101990,TICKET-005995,2026-08-17T15:56:00Z,agent,message,First response.
INTERACTION-0101991,TICKET-005996,2026-08-02T08:35:00Z,customer,message,Initial report.
INTERACTION-0101992,TICKET-005996,2026-08-02T11:42:00Z,agent,message,First response.
INTERACTION-0101993,TICKET-005997,2026-08-11T12:37:00Z,customer,message,Initial report.
INTERACTION-0101994,TICKET-005997,2026-08-11T12:49:00Z,agent,message,First response.
INTERACTION-0101995,TICKET-005998,2026-08-17T13:08:00Z,customer,message,Initial report.
INTERACTION-0101996,TICKET-005998,2026-08-17T13:21:00Z,assist,suggestion_sent,First response.
INTERACTION-0101997,TICKET-005999,2026-08-20T13:44:00Z,customer,message,Initial report.
INTERACTION-0101998,TICKET-005999,2026-08-20T16:04:00Z,agent,message,First response.
INTERACTION-0101999,TICKET-006000,2026-08-15T12:10:00Z,customer,message,Initial report.
INTERACTION-0102000,TICKET-006000,2026-08-15T13:54:00Z,agent,message,First response.
INTERACTION-0102001,TICKET-006001,2026-08-06T14:40:00Z,customer,message,Initial report.
INTERACTION-0102002,TICKET-006001,2026-08-06T15:00:00Z,assist,suggestion_sent,First response.
INTERACTION-0102003,TICKET-006002,2026-08-17T16:17:00Z,customer,message,Initial report.
INTERACTION-0102004,TICKET-006002,2026-08-17T18:07:00Z,agent,message,First response.
INTERACTION-0102005,TICKET-006003,2026-08-22T14:34:00Z,customer,message,Initial report.
INTERACTION-0102006,TICKET-006003,2026-08-22T15:13:00Z,assist,suggestion_sent,First response.
INTERACTION-0102007,TICKET-006004,2026-08-08T15:54:00Z,customer,message,Initial report.
INTERACTION-0102008,TICKET-006004,2026-08-08T19:13:00Z,agent,message,First response.
INTERACTION-0102009,TICKET-006005,2026-08-22T15:06:00Z,customer,message,Initial report.
INTERACTION-0102010,TICKET-006005,2026-08-22T17:35:00Z,agent,message,First response.
INTERACTION-0102011,TICKET-006006,2026-08-14T10:30:00Z,customer,message,Initial report.
INTERACTION-0102012,TICKET-006006,2026-08-14T11:35:00Z,agent,message,First response.
INTERACTION-0102013,TICKET-006007,2026-08-13T09:04:00Z,customer,message,Initial report.
INTERACTION-0102014,TICKET-006007,2026-08-13T09:16:00Z,agent,message,First response.
INTERACTION-0102015,TICKET-006008,2026-08-03T07:12:00Z,customer,message,Initial report.
INTERACTION-0102016,TICKET-006008,2026-08-03T09:40:00Z,agent,message,First response.
INTERACTION-0102017,TICKET-006009,2026-08-17T14:22:00Z,customer,message,Initial report.
INTERACTION-0102018,TICKET-006009,2026-08-17T14:42:00Z,assist,suggestion_sent,First response.
INTERACTION-0102019,TICKET-006010,2026-08-04T12:02:00Z,customer,message,Initial report.
INTERACTION-0102020,TICKET-006010,2026-08-04T12:41:00Z,assist,suggestion_sent,First response.
INTERACTION-0102021,TICKET-006011,2026-08-02T10:52:00Z,customer,message,Initial report.
INTERACTION-0102022,TICKET-006011,2026-08-02T11:17:00Z,assist,suggestion_sent,First response.
INTERACTION-0102023,TICKET-006012,2026-08-02T11:14:00Z,customer,message,Initial report.
INTERACTION-0102024,TICKET-006012,2026-08-02T13:10:00Z,agent,message,First response.
INTERACTION-0102025,TICKET-006013,2026-08-11T18:41:00Z,customer,message,Initial report.
INTERACTION-0102026,TICKET-006013,2026-08-11T19:56:00Z,agent,message,First response.
INTERACTION-0102027,TICKET-006014,2026-08-02T14:48:00Z,customer,message,Initial report.
INTERACTION-0102028,TICKET-006014,2026-08-02T17:50:00Z,agent,message,First response.
INTERACTION-0102029,TICKET-006015,2026-08-09T13:32:00Z,customer,message,Initial report.
INTERACTION-0102030,TICKET-006015,2026-08-09T15:02:00Z,agent,message,First response.
INTERACTION-0102031,TICKET-006016,2026-08-26T16:35:00Z,customer,message,Initial report.
INTERACTION-0102032,TICKET-006016,2026-08-26T18:17:00Z,agent,message,First response.
INTERACTION-0102033,TICKET-006017,2026-08-11T15:53:00Z,customer,message,Initial report.
INTERACTION-0102034,TICKET-006017,2026-08-11T16:10:00Z,assist,suggestion_sent,First response.
INTERACTION-0102035,TICKET-006018,2026-08-10T07:01:00Z,customer,message,Initial report.
INTERACTION-0102036,TICKET-006018,2026-08-10T07:15:00Z,assist,suggestion_sent,First response.
INTERACTION-0102037,TICKET-006019,2026-08-05T07:42:00Z,customer,message,Initial report.
INTERACTION-0102038,TICKET-006019,2026-08-05T10:09:00Z,agent,message,First response.
INTERACTION-0102039,TICKET-006020,2026-08-27T10:38:00Z,customer,message,Initial report.
INTERACTION-0102040,TICKET-006020,2026-08-27T11:08:00Z,agent,message,First response.
INTERACTION-0102041,TICKET-006021,2026-08-04T10:05:00Z,customer,message,Initial report.
INTERACTION-0102042,TICKET-006021,2026-08-04T11:44:00Z,agent,message,First response.
INTERACTION-0102043,TICKET-006022,2026-08-11T16:29:00Z,customer,message,Initial report.
INTERACTION-0102044,TICKET-006022,2026-08-11T16:41:00Z,agent,message,First response.
INTERACTION-0102045,TICKET-006023,2026-08-18T16:59:00Z,customer,message,Initial report.
INTERACTION-0102046,TICKET-006023,2026-08-18T18:35:00Z,agent,message,First response.
INTERACTION-0102047,TICKET-006024,2026-08-27T17:59:00Z,customer,message,Initial report.
INTERACTION-0102048,TICKET-006024,2026-08-27T18:28:00Z,assist,suggestion_sent,First response.
INTERACTION-0102049,TICKET-006025,2026-08-13T13:02:00Z,customer,message,Initial report.
INTERACTION-0102050,TICKET-006025,2026-08-13T15:20:00Z,agent,message,First response.
INTERACTION-0102051,TICKET-006026,2026-08-12T07:17:00Z,customer,message,Initial report.
INTERACTION-0102052,TICKET-006026,2026-08-12T09:35:00Z,agent,message,First response.
INTERACTION-0102053,TICKET-006027,2026-08-25T17:21:00Z,customer,message,Initial report.
INTERACTION-0102054,TICKET-006027,2026-08-25T19:18:00Z,agent,message,First response.
INTERACTION-0102055,TICKET-006028,2026-08-22T15:29:00Z,customer,message,Initial report.
INTERACTION-0102056,TICKET-006028,2026-08-22T15:54:00Z,assist,suggestion_sent,First response.
INTERACTION-0102057,TICKET-006029,2026-08-10T16:35:00Z,customer,message,Initial report.
INTERACTION-0102058,TICKET-006029,2026-08-10T18:01:00Z,agent,message,First response.
INTERACTION-0102059,TICKET-006030,2026-08-13T07:49:00Z,customer,message,Initial report.
INTERACTION-0102060,TICKET-006030,2026-08-13T07:58:00Z,assist,suggestion_sent,First response.
INTERACTION-0102061,TICKET-006031,2026-08-20T15:23:00Z,customer,message,Initial report.
INTERACTION-0102062,TICKET-006031,2026-08-20T17:43:00Z,agent,message,First response.
INTERACTION-0102063,TICKET-006032,2026-08-13T09:47:00Z,customer,message,Initial report.
INTERACTION-0102064,TICKET-006032,2026-08-13T09:58:00Z,assist,suggestion_sent,First response.
INTERACTION-0102065,TICKET-006033,2026-08-17T09:41:00Z,customer,message,Initial report.
INTERACTION-0102066,TICKET-006033,2026-08-17T12:24:00Z,agent,message,First response.
INTERACTION-0102067,TICKET-006034,2026-08-10T07:00:00Z,customer,message,Initial report.
INTERACTION-0102068,TICKET-006034,2026-08-10T07:13:00Z,assist,suggestion_sent,First response.
INTERACTION-0102069,TICKET-006035,2026-08-08T13:58:00Z,customer,message,Initial report.
INTERACTION-0102070,TICKET-006035,2026-08-08T16:29:00Z,agent,message,First response.
INTERACTION-0102071,TICKET-006036,2026-08-07T13:22:00Z,customer,message,Initial report.
INTERACTION-0102072,TICKET-006036,2026-08-07T14:30:00Z,agent,message,First response.
INTERACTION-0102073,TICKET-006037,2026-08-02T18:37:00Z,customer,message,Initial report.
INTERACTION-0102074,TICKET-006037,2026-08-02T19:08:00Z,agent,message,First response.
INTERACTION-0102075,TICKET-006038,2026-08-17T17:01:00Z,customer,message,Initial report.
INTERACTION-0102076,TICKET-006038,2026-08-17T19:30:00Z,agent,message,First response.
INTERACTION-0102077,TICKET-006039,2026-08-10T17:06:00Z,customer,message,Initial report.
INTERACTION-0102078,TICKET-006039,2026-08-10T19:25:00Z,agent,message,First response.
INTERACTION-0102079,TICKET-006040,2026-08-14T13:44:00Z,customer,message,Initial report.
INTERACTION-0102080,TICKET-006040,2026-08-14T14:05:00Z,assist,suggestion_sent,First response.
INTERACTION-0102081,TICKET-006041,2026-08-17T13:22:00Z,customer,message,Initial report.
INTERACTION-0102082,TICKET-006041,2026-08-17T16:05:00Z,agent,message,First response.
INTERACTION-0102083,TICKET-006042,2026-08-06T07:16:00Z,customer,message,Initial report.
INTERACTION-0102084,TICKET-006042,2026-08-06T08:34:00Z,agent,message,First response.
INTERACTION-0102085,TICKET-006043,2026-08-05T13:32:00Z,customer,message,Initial report.
INTERACTION-0102086,TICKET-006043,2026-08-05T15:40:00Z,agent,message,First response.
INTERACTION-0102087,TICKET-006044,2026-08-02T11:20:00Z,customer,message,Initial report.
INTERACTION-0102088,TICKET-006044,2026-08-02T11:35:00Z,assist,suggestion_sent,First response.
INTERACTION-0102089,TICKET-006045,2026-08-20T18:11:00Z,customer,message,Initial report.
INTERACTION-0102090,TICKET-006045,2026-08-20T20:14:00Z,agent,message,First response.
INTERACTION-0102091,TICKET-006046,2026-08-22T11:15:00Z,customer,message,Initial report.
INTERACTION-0102092,TICKET-006046,2026-08-22T12:17:00Z,agent,message,First response.
INTERACTION-0102093,TICKET-006047,2026-08-27T08:55:00Z,customer,message,Initial report.
INTERACTION-0102094,TICKET-006047,2026-08-27T10:12:00Z,agent,message,First response.
INTERACTION-0102095,TICKET-006048,2026-08-20T11:46:00Z,customer,message,Initial report.
INTERACTION-0102096,TICKET-006048,2026-08-20T13:26:00Z,agent,message,First response.
INTERACTION-0102097,TICKET-006049,2026-08-15T16:37:00Z,customer,message,Initial report.
INTERACTION-0102098,TICKET-006049,2026-08-15T18:36:00Z,agent,message,First response.
INTERACTION-0102099,TICKET-006050,2026-08-11T16:25:00Z,customer,message,Initial report.
INTERACTION-0102100,TICKET-006050,2026-08-11T18:50:00Z,agent,message,First response.
INTERACTION-0102101,TICKET-006051,2026-08-13T15:41:00Z,customer,message,Initial report.
INTERACTION-0102102,TICKET-006051,2026-08-13T18:46:00Z,agent,message,First response.
INTERACTION-0102103,TICKET-006052,2026-08-08T12:57:00Z,customer,message,Initial report.
INTERACTION-0102104,TICKET-006052,2026-08-08T14:51:00Z,agent,message,First response.
INTERACTION-0102105,TICKET-006053,2026-08-25T07:00:00Z,customer,message,Initial report.
INTERACTION-0102106,TICKET-006053,2026-08-25T08:07:00Z,agent,message,First response.
INTERACTION-0102107,TICKET-006054,2026-08-22T13:36:00Z,customer,message,Initial report.
INTERACTION-0102108,TICKET-006054,2026-08-22T14:43:00Z,agent,message,First response.
INTERACTION-0102109,TICKET-006055,2026-08-09T12:17:00Z,customer,message,Initial report.
INTERACTION-0102110,TICKET-006055,2026-08-09T12:27:00Z,assist,suggestion_sent,First response.
